PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,SortKey
enDRE,3r3r/p1kpnq1p/1p1b4/1P1PBp2/2N5/1n2PQP1/1P4BP/5RK1 b - - 7 26,d6e5 d5d6 e5d6 f3b7,1701,74,95,14616,clearance mate mateIn2 middlegame short,https://lichess.org/Jxn6pNRR/black#51,,1388520
ZkJpz,8/2k4p/1R4p1/5pP1/2N1r2P/6K1/8/8 w - - 8 47,c4d6 e4g4 g3h3 c7b6,1729,77,95,14607,crushing endgame short,https://lichess.org/ngUjSe0l#92,,1387665
OGD2E,5rk1/3Q1p1p/p5p1/6R1/P3b3/K1R5/1P5P/4q3 w - - 4 31,c3c8 e1e3 a3a2 e3g5 c8f8 g8f8,1666,77,96,14541,crushing endgame fork long,https://lichess.org/us3lWhjz#60,,1395936
WPWqN,6k1/p6p/1p1p2p1/2pP3n/2Pb2q1/1P5N/P1Q1N1B1/6K1 w - - 3 34,g1h1 g4e2 c2e2 h5g3 h1h2 g3e2,1910,74,96,12881,advantage attraction exposedKing fork long middlegame sacrifice,https://lichess.org/NOKsnuYg#66,,1236576
ehO2z,r1b1k2r/pppp1ppp/5q2/8/1bP2P2/4P3/PP1N1PBP/R2Q1K1R b kq - 0 12,d7d6 d1a4 c7c6 a4b4,1301,75,94,16605,advantage fork middlegame short,https://lichess.org/DLlVAmY9/black#23,Indian_Defense Indian_Defense_Budapest_Defense,1560870
bHGBT,2k3rr/ppqn1p2/2p5/2b5/P5Q1/2NP2P1/1PPB1P2/R3R1K1 w - - 1 21,g4f3 g8g3 g1f1 g3f3,1652,75,95,13790,crushing kingsideAttack middlegame pin short,https://lichess.org/H8V4DAKi#40,,1310050
Vo2u6,5bk1/2q2p1p/4pBp1/p1p1P1P1/3nR3/4N2Q/rr3P1P/4R1K1 b - - 0 35,b2f2 h3h7 g8h7 e4h4 f8h6 h4h6 h7g8 h6h8,1413,76,96,21836,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/iKveUkNY/black#69,,2096256
4PYCh,r1bqkb1r/pp1p1pp1/2p1nn1p/4N3/2B1P3/2NP1Q2/PPP2PPP/R1B1K2R w KQkq - 0 8,c3e2 d8a5 c1d2 a5e5,1743,76,95,16050,advantage fork opening short,https://lichess.org/vhQx2r1F#14,Italian_Game Italian_Game_Blackburne-Kostic_Gambit,1524750
v6os8,r3kb1r/5pp1/p3bq1p/2pQ4/5B2/8/PPP1BPPP/R3R1K1 b kq - 0 15,e6d5 e2b5 e8d8 e1e8,1608,77,96,12870,doubleCheck mate mateIn2 middlegame short,https://lichess.org/3wLnR8DW/black#29,Sicilian_Defense Sicilian_Defense_Taimanov_Variation,1235520
auG1p,r2k1bnr/2N2ppp/p1p1p3/5b2/Q2P1B2/4P3/Pq3PPP/3RKB1R w K - 0 14,c7a8 f8b4 a4b4 b2b4,1244,78,94,16206,crushing middlegame short,https://lichess.org/vCP6btNU#26,Slav_Defense Slav_Defense_Exchange_Variation,1523364
MoUoL,6k1/1p5r/p2p4/2pP3B/P1P2P2/1P4Nb/4R3/4KNq1 b - - 3 41,h3f1 e2e8 g8g7 g3f5 g7f6 e8f8 h7f7 f8f7,1541,75,95,15604,endgame exposedKing mate mateIn4 veryLong,https://lichess.org/oS07Kqll/black#81,,1482380
43Q3U,K1R5/P4r2/1k6/8/6p1/8/7P/8 w - - 11 59,c8c4 f7f8 c4c8 f8c8,1305,77,97,13381,endgame mate mateIn2 rookEndgame short,https://lichess.org/rvQZPrbj#116,,1297957
ZrgCo,8/p3P2R/1p1k4/2p2K1p/2P4r/1P6/P6p/8 b - - 0 52,h2h1q e7e8n d6c6 h7c7,1653,75,93,227719,advancedPawn endgame master mate mateIn2 promotion short underPromotion,https://lichess.org/wOOnQcXR/black#103,,21177867
hVwkk,6k1/5pp1/7p/2BR4/p1P5/PK6/4q1PP/7R w - - 0 37,b3a4 e2c4 a4a5 c4d5,1293,78,95,17649,advantage endgame fork pin short,https://lichess.org/52edp2Ux#72,,1676655
l6tLj,2Q5/r4bkp/1q1p1pp1/2p1p2P/2P1PP2/3P1BP1/4N1K1/8 b - - 0 36,b6c7 h5h6 g7h6 c8f8,1395,75,96,24623,attraction endgame mate mateIn2 short,https://lichess.org/sezcd4y9/black#71,,2363808
YV1fl,r1bR4/pp2kp1p/2p1p3/4n3/8/2P5/PPP2PP1/3R2K1 b - - 3 18,e5d7 d1d7 c8d7 d8a8,1327,75,93,18043,crushing endgame short,https://lichess.org/8VIQPZCb/black#35,Scandinavian_Defense Scandinavian_Defense_Modern_Variation,1677999
TrJUi,3k1r2/1p4p1/pN5p/3P4/1b2q3/4BP2/P6P/2R2Q1K b - - 0 27,e4e3 c1c8 d8e7 d5d6 b4d6 b6d5,1671,75,95,13321,crushing endgame exposedKing long,https://lichess.org/yqm6XkrB/black#53,,1265495
jL1qf,5rk1/1p1BQ1pp/p7/3p2P1/1P1q1P2/P5B1/2r2R1P/6K1 b - - 1 32,c2f2 d7e6 g8h8 e7f8,1273,75,95,17889,deflection endgame mate mateIn2 short,https://lichess.org/0LY6axJa/black#63,,1699455
WrBcM,2k4r/ppqbQ3/4p2p/2ppP3/5P2/2PBr3/PP1N2P1/R3K2R w KQ - 0 18,d3e2 e3e2 e1e2 d7b5,1488,77,94,17739,advantage attraction discoveredAttack middlegame sacrifice short,https://lichess.org/WJ3L8KIc#34,Indian_Defense Indian_Defense_London_System,1667466
xQ1oo,r2qkb2/ppp2pp1/5np1/8/3P2Pr/5P2/PP4K1/RNBQ1R2 b q - 0 15,d8d6 d1e1 f8e7 e1h4,1788,73,95,13323,advantage fork middlegame short,https://lichess.org/ahBL7yEc/black#29,Ponziani_Opening Ponziani_Opening_Jaenisch_Counterattack,1265685
683BQ,r5k1/p4p1p/2p1b1p1/b7/4r3/3RBN1P/P1P2PP1/6KR b - - 2 19,e6a2 d3a3 a2d5 a3a5,1511,75,94,17835,advantage fork middlegame short,https://lichess.org/GkABzKdv/black#37,Pirc_Defense Pirc_Defense_Classical_Variation,1676490
DDPRJ,8/1bp2pk1/pp1p2p1/8/5P1Q/3Bq2P/PbP2NPK/8 b - - 2 28,b2f6 h4f6 g7f6 f2g4 f6g7 g4e3,1611,72,96,21945,advantage attraction endgame fork long sacrifice,https://lichess.org/rK6uqcH2/black#55,,2106720
Qz0Fp,6rk/p4qpp/1p6/2p5/6R1/3Q2RP/PPP3PK/5r2 b - - 3 26,f7f2 d3h7 h8h7 g4h4,1443,76,96,24291,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/AlO1GKhu/black#51,,2331936
Oqi5H,r1b1qrk1/p3bpp1/1pN1pn1p/8/2Q2B2/P1N1P3/1P3PPP/R2R2K1 b - - 3 15,c8b7 c6e7 e8e7 f4d6,1499,75,95,16728,crushing kingsideAttack middlegame short,https://lichess.org/0nojIAnu/black#29,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations,1589160
9hEbr,r3k2r/pp3pbp/2np3q/2p3p1/2P1PB2/2NP4/PP4B1/1R1Q1RK1 w kq - 0 18,f4h2 g7d4 g1h1 d4e5 g2h3 h6h3,1502,73,94,15476,crushing kingsideAttack long middlegame,https://lichess.org/FJUwuM1S#34,English_Opening English_Opening_Symmetrical_Variation,1454744
wVNjF,rnb2rk1/ppp1b1p1/4pn1p/3pN3/q2P3B/1P1B4/P1P2PPP/RN1QK2R b KQ - 0 10,a4d4 d3h7 g8h7 d1d4,1364,77,94,19065,crushing discoveredAttack opening short,https://lichess.org/CNdrGQXZ/black#19,French_Defense French_Defense_Advance_Variation,1792110
lxRu6,5k1r/1q4b1/5p1p/R1Q5/P2p4/8/1rP3PP/R5K1 b - - 3 26,f8f7 a5a7 b7a7 c5a7,1176,76,96,16217,advantage middlegame pin short,https://lichess.org/C9SNpK4O/black#51,,1556832
CcoHk,r3Rrk1/pp4pp/2n4N/3B4/5p2/3P4/P1qb2PP/4BK1R b - - 5 23,g8h8 h6f7 h8g8 f7d8 g8h8 e8f8,1936,75,95,14298,backRankMate deflection discoveredAttack long mate mateIn3 middlegame,https://lichess.org/P0jK8Ovd/black#45,,1358310
cmyC9,r1b1r1k1/1p3p1p/3p2p1/p3q3/2Pn4/PP4P1/1B3PBP/R1Q2RK1 w - - 5 19,c1d1 d4e2 g1h1 e5b2,1439,75,96,14675,crushing discoveredAttack master middlegame short,https://lichess.org/zuDlPjZZ#36,English_Opening English_Opening_Symmetrical_Variation,1408800
eUPQt,b2r1k2/3P1pp1/p6p/8/r1p1R3/7P/5PP1/4RK2 b - - 5 34,a8c6 e4e8 d8e8 e1e8,1082,80,95,14058,endgame mate mateIn2 short,https://lichess.org/f9Xe4IHs/black#67,,1335510
M2m6N,1r4k1/pp4p1/2pb3p/3R4/4nP2/1Q6/PPK5/R1B2q2 b - - 3 27,f1e2 d5d2 g8h8 d2e2,1554,78,97,27226,crushing discoveredAttack middlegame short,https://lichess.org/mqehBJYm/black#53,,2640922
Fywhw,8/8/8/8/2rB2NP/5p1K/1P2k3/8 w - - 4 59,d4c3 c4g4 h3g4 f3f2,1409,75,95,22259,advancedPawn crushing endgame sacrifice short,https://lichess.org/UWtL93cI#116,,2114605
YXeEx,2rq1rk1/1p2pp1p/p2p4/n6p/4P3/1BP1BQ1P/P1P2PP1/5RK1 b - - 0 17,c8c3 f3g3 g8h8 e3d4,1296,75,96,14258,crushing middlegame short,https://lichess.org/C4w9gb1w/black#33,Sicilian_Defense Sicilian_Defense_Dragon_Variation,1368768
x3ARj,rnbqkbnr/pp3ppp/4p3/2Pp4/8/4B3/PPP1PPPP/RN1QKBNR b KQkq - 0 4,f8c5 e3c5 d8a5 b2b4,1290,75,94,23896,advantage hangingPiece opening short,https://lichess.org/8bJxL2cz/black#7,Mieses_Opening Mieses_Opening_Other_variations,2246224
gj4wP,r4rk1/pp1nbppp/3p1n2/q2P4/2B1PPb1/2N2N2/PP1B2PP/R2Q1RK1 w - - 5 12,d1e1 a5c5 d2e3 c5c4,1474,74,96,20903,advantage fork middlegame short,https://lichess.org/L93Pc6s7#22,Benoni_Defense Benoni_Defense_Modern_Variation,2006688
AZmaM,N7/5kbp/3p2p1/2pP1r2/3n4/3b1NPP/PP1B2B1/1R4K1 w - - 2 29,f3d4 g7d4 g1h1 d3b1,1740,75,94,18835,crushing middlegame short,https://lichess.org/kinjVEUr#56,,1770490
9JpLi,r4r1k/5pqp/p1pnb3/8/2p1PR1Q/2P3R1/P1P3PP/6K1 b - - 5 21,g7e5 h4h7 h8h7 f4h4 e5h5 h4h5,1461,73,96,24346,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/28Xw6C1G/black#41,,2337216
SpT8p,6k1/q4p1p/4pbp1/r7/1pB2P2/1Pp1P2P/P1Q4P/1K1R2R1 w - - 3 25,e3e4 a5a2 c2a2 c3c2 b1c2 a7a2,1230,75,97,19785,advancedPawn advantage attraction deflection long middlegame queensideAttack sacrifice,https://lichess.org/Xy7gzvdh#48,,1919145
FKWr4,8/5r1p/2Q5/4b1k1/4P3/5P1P/6P1/2RR1K1q w - - 3 34,f1e2 h1g2 e2d3 g2f3 d3c4 f7c7 c6c7 e5c7,1459,75,96,24524,advantage deflection endgame pin veryLong,https://lichess.org/r8RaZixN#66,,2354304
S4IAd,6k1/5p2/p1p3p1/7p/P1R1P2P/5NP1/1r3PK1/3n4 w - - 5 41,f3e5 d1e3 g2f3 e3c4,1840,75,95,13665,crushing endgame pin short,https://lichess.org/ivOkh23e#80,,1298175
5W6fw,2kN4/2p2p2/1p2p2p/1Bq1r3/P4p2/2P5/1P3P1P/3R3K b - - 2 30,c5f2 b5a6 c8b8 d8c6 b8a8 d1d8,1617,76,97,19954,endgame fork long mate mateIn3,https://lichess.org/WLdFfWFq/black#59,,1935538
xFsKm,1k1r4/1pp5/p2p4/3Pp2p/4Q2P/1PN3p1/P1P4q/1KR5 w - - 3 38,c1h1 g3g2 h1h2 g2g1q b1b2 g1h2,1225,73,96,15509,advancedPawn crushing endgame fork long promotion,https://lichess.org/5FO5sOGJ#74,,1488864
7TC8J,r3r2k/1bpB1pqp/p4Np1/1p2n3/6Q1/7P/PP3RP1/3R2K1 w - - 6 24,f6e8 e5g4 e8g7 g4f2 g1f2 h8g7,1450,76,96,12885,advantage long middlegame,https://lichess.org/0MRTlZlh#46,,1236960
YUrII,2r4k/1p3p1p/p1n1pPr1/3p2PQ/3P2R1/P3q3/6PK/8 b - - 2 30,c8g8 h5h7 h8h7 g4h4 g6h6 h4h6,1245,78,95,21610,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/F4WljmgI/black#59,,2052950
MwXlv,4r2k/6p1/P5np/1RNp4/4p3/6K1/1P6/8 b - - 0 37,e4e3 a6a7 e3e2 c5d3 h8h7 b5b8 e8e3 g3f2,1845,73,95,13222,advancedPawn advantage defensiveMove endgame master quietMove veryLong,https://lichess.org/vVF14rHW/black#73,,1256090
QBVJC,r5nr/1p1kb2p/1p2p3/1N1pP1p1/8/P3B3/1PP3PP/R1R3K1 w - - 0 19,e3b6 d7c6 b6f2 c6b5,1528,74,96,24392,advantage middlegame short,https://lichess.org/knn9Tfs9#36,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,2341632
h23Xw,4rR2/6P1/2b1pK1k/8/5P2/p7/8/8 b - - 0 58,a3a2 f8h8 e8h8 g7h8q,1452,78,97,23745,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/h2cbIn3G/black#115,,2303265
c8jTg,r7/pp2n1kp/8/3p1r1R/5q2/2P5/PP3NP1/R2Q1K2 w - - 0 23,d1d4 f4d4 c3d4 f5h5,1236,77,95,12994,crushing middlegame short,https://lichess.org/FBCE6K8u#44,,1234430
f4Lfl,4R2R/ppkr2p1/8/2Pp4/P1nP4/r1P4P/6P1/6K1 b - - 6 32,b7b6 e8c8 c7b7 c5c6 b7a6 c6d7,1594,78,96,14379,advancedPawn crushing endgame fork long,https://lichess.org/WwQKg82c/black#63,,1380384
Vxd4e,1r4nk/r5bp/2R1Q1p1/2P1p3/2B1P3/q7/5PPP/5RK1 b - - 1 28,a7b7 c6c8 b8c8 e6c8,1553,76,96,20216,crushing middlegame short,https://lichess.org/PariqMAF/black#55,,1940736
Ip8o4,2k4r/ppp5/5p2/2Q2q2/1P1pN3/P2Pn1P1/4P1K1/2R5 w - - 6 28,g2g1 h8h1 g1h1 f5h3 h1g1 h3g2,1507,75,94,20674,attraction endgame exposedKing long mate mateIn3 sacrifice,https://lichess.org/SuRYiUNu#54,,1943356
DaLu3,r2Q1k1r/p1P1bpp1/2B1b1q1/7p/8/2N5/PPP2PPP/1K1Rn3 b - - 3 19,a8d8 d1d8 e7d8 c7d8q,1459,77,96,15158,advancedPawn mate mateIn2 middlegame promotion short,https://lichess.org/KtvqAzc7/black#37,Kings_Pawn_Game Kings_Pawn_Game_McConnell_Defense,1455168
NlQqg,r5q1/p1k2p2/1pppbBp1/8/Q1P1p2R/4K2P/PP6/8 b - - 3 33,g8e8 h4h8 e8h8 f6h8,1415,76,97,14161,advantage endgame master short,https://lichess.org/b4RuVtVE/black#65,,1373617
nLzmr,8/8/3Pkp2/2p4P/P1P2p2/1P3K2/3b4/8 b - - 0 52,e6d6 h5h6 f6f5 h6h7 d2c3 f3f4,1300,77,96,18971,advancedPawn bishopEndgame crushing endgame long,https://lichess.org/TWNOYXtT/black#103,,1821216
2u5a3,6k1/5p1p/6p1/8/8/Q2P2PP/4NP2/3qnK2 w - - 4 39,e2f4 e1c2 f1g2 c2a3,1562,76,95,18080,crushing discoveredAttack endgame short,https://lichess.org/TPtYXpcB#76,,1717600
XZZbt,8/2q2rk1/3R1p1p/p4P2/5PP1/4p1KP/P2Q4/8 w - - 0 39,d2d1 e3e2 d1e2 c7d6,1257,75,95,18381,advancedPawn crushing deflection endgame short,https://lichess.org/GNAxzOLK#76,,1746195
eonIo,6r1/pp1kb2Q/2p5/8/P3P2P/2P2P2/1P3qP1/R6K w - - 2 33,h7g8 f2h4 h1g1 e7c5 g1f1 h4f2,1367,77,94,19271,endgame long mate mateIn3,https://lichess.org/g95BL7vz#64,,1811474
HflYW,r3r1k1/pp5p/n1q2N2/5QP1/2p5/7P/PP4B1/2K2n2 b - - 2 33,c6f6 g2d5 f6e6 d5e6 e8e6 f5e6,1567,79,94,19374,advantage long middlegame,https://lichess.org/m7jc2n4q/black#65,,1821156
cfk0d,6k1/5p1p/4p1p1/R3P3/2q2n2/P3QN1P/5PP1/1r5K w - - 9 35,h1h2 b1h1 h2h1 c4f1 h1h2 f1g2,1510,79,96,16538,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/nvYTdcfz#68,,1587648
c8VhI,r2r2k1/p4p2/P1p3p1/3q3p/7Q/8/5PPP/R3R1K1 b - - 4 30,d5d4 e1e8 d8e8 h4d4,1536,76,94,23456,crushing deflection endgame short,https://lichess.org/EeYs3fGM/black#59,,2204864
RKnpR,8/5R2/3pP1pp/2pPb2k/2b4P/p5PK/5P2/1r6 b - - 2 45,g6g5 g3g4 h5g6 h4h5,1441,79,96,15068,endgame mate mateIn2 short,https://lichess.org/YW8QaSVk/black#89,,1446528
faFVi,1r1q1rk1/n2p1p1p/Bp4p1/3N4/P1P5/4R1P1/1P3P1P/R5K1 b - - 0 19,f8e8 e3e8 d8e8 d5f6 g8f8 f6e8,1357,73,96,25597,advantage attraction fork long middlegame,https://lichess.org/7OHdXwD0/black#37,English_Opening English_Opening_Symmetrical_Variation,2457312
dpJqe,2rr4/pp6/4p3/3pk2p/PP1Rn3/3RP1PB/5P2/6K1 b - - 4 31,c8c2 f2f4 e5f6 d4e4 d5e4 d3d8,1774,77,95,14388,advantage deflection discoveredAttack endgame long master,https://lichess.org/a1YWisgy/black#61,,1366860
1fuBh,r5nN/ppp5/1k1pB3/3P4/PP6/2P5/3N2q1/2Kn4 b - - 0 23,a8f8 d2c4 b6a6 b4b5,1401,76,97,13199,mate mateIn2 middlegame short,https://lichess.org/WX46Ea8W/black#45,,1280303
23mTu,6k1/4rpp1/2p2r2/3p3p/1p1PbP1P/4P2B/1P3P2/R3R1K1 w - - 6 35,h3g2 f6g6 f2f3 e4f3,1240,75,95,13759,crushing endgame pin short,https://lichess.org/qeGn6yKI#68,,1307105
oRrVp,2r2rk1/1p5p/4bqpP/pB2N3/1n6/4Q1R1/1PP2PP1/1K1R4 w - - 4 26,b5d7 e6a2 b1a1 b4c2 a1a2 c2e3,1593,79,95,12996,advantage deflection fork long middlegame,https://lichess.org/PZinSs2N#50,,1234620
wLHcT,2r5/1p3k1p/4pp2/2B5/1P1K4/2R3P1/6PP/5b2 w - - 0 30,c5b6 e6e5 d4e3 c8c3,1401,76,95,24438,crushing deflection endgame short,https://lichess.org/aLlaKcST#58,,2321610
uPqBY,r1b1kb1r/1p1p1pp1/p1nP1q1p/2p5/8/2N2N2/PPP1BPPP/R2QK2R b KQkq - 1 11,f8d6 c3e4 f6f4 e4d6,1949,74,94,13022,advantage opening short,https://lichess.org/J5zpT3kZ/black#21,Sicilian_Defense Sicilian_Defense_Drazic_Variation,1224068
MQMOP,r2r4/p2n1pkp/1p4p1/2pN4/2PbPBP1/P2R3P/8/5R1K b - - 0 22,d7e5 d3d4 c5d4 f4e5,1645,76,94,13144,advantage capturingDefender middlegame short,https://lichess.org/UpTpnyWP/black#43,,1235536
5Vbkf,1q3k2/8/pp3Q2/2p5/P4P2/6KP/3r4/8 b - - 4 44,f8e8 f6h8 e8d7 h8b8,1414,75,96,23910,crushing endgame short skewer,https://lichess.org/dE1jtu3y/black#87,,2295360
M0Ao6,2rq1r2/p2nb1kB/b2pppP1/7P/2nP4/5N2/P1QN1P2/2KR3R b - - 0 21,c4d2 h5h6 g7h8 g6g7,1180,74,94,19245,advancedPawn mate mateIn2 middlegame short,https://lichess.org/XAxBHqUV/black#41,,1809030
K1CN4,2r1k2r/1pq2p2/p1n1p1p1/3p2np/3P4/P1PB1P2/1P2NPKP/1R1Q1R2 w k - 4 23,d1d2 c7h2 g2h2 g5f3 h2h1 f3d2,1604,74,97,16790,attraction crushing deflection fork long middlegame sacrifice,https://lichess.org/BuhfCSLa#44,,1628630
64teG,8/8/N1Pk4/6pp/4Bp1r/2K5/8/8 b - - 1 56,f4f3 c6c7 h4e4 c7c8q,1463,77,94,22458,advancedPawn crushing endgame promotion short,https://lichess.org/g74vauN5/black#111,,2111052
2UlrC,2r4r/p2k1p1p/1q1Bp1p1/1n2P3/Q7/4P3/5PPP/R1R3K1 w - - 2 26,c1c7 c8c7 d6c7 d7c7,1591,74,97,13202,advantage middlegame short,https://lichess.org/TuCNOpz2#50,,1280594
sie7C,2R5/p4kp1/4p2p/3n1p2/4N3/6P1/rr1B1PP1/3R2K1 w - - 2 30,e4c3 b2d2 d1d2 a2d2,1485,78,95,18430,advantage middlegame short,https://lichess.org/nDC1CQQU#58,,1750850
1ZHJw,8/6pk/p5p1/1p1Qp3/4Pr2/1P5q/P1P4P/2K3R1 w - - 2 33,d5d6 h3e3 c1b2 e3g1,1483,76,94,18835,crushing endgame fork short,https://lichess.org/Ho2Gcao1#64,,1770490
ZZPvs,6k1/p1B2pp1/7p/3P4/3P4/1r6/1r3PPP/5RK1 b - - 0 27,b2b1 d5d6 b1f1 g1f1 b3d3 d6d7,1281,75,94,17665,advancedPawn advantage endgame long,https://lichess.org/oVQkEP95/black#53,,1660510
pCZUZ,8/6R1/4N1k1/3K3p/rp2P2r/8/8/8 b - - 3 46,g6f6 e4e5 f6f5 g7g5,1488,78,95,18799,endgame mate mateIn2 short,https://lichess.org/JWczZFIf/black#91,,1785905
DBKIe,r2q1rk1/4bppp/2p1p3/1p2B3/3PP3/2P5/4QPPP/R2R2K1 b - - 0 21,e7d6 a1a8 d8a8 e5d6,1717,75,97,14867,crushing middlegame short,https://lichess.org/k3aTXgJ3/black#41,,1442099
ZJKXL,4k2r/1p3pp1/2p1p2p/1r5P/p1nP4/P3QNN1/2q2PP1/KR5R w k - 2 25,e3c1 b5b1 c1b1 c2c3 a1a2 c3a3,1362,75,97,18181,exposedKing fork long mate mateIn3 middlegame,https://lichess.org/BqSLjKMd#48,,1763557
Kgs2B,r3kbnr/pppb1p2/2n5/1B1QP1qp/8/2N1P3/PPP2PPP/R3K1NR b KQkq - 4 8,g5e5 b5c6 e5d5 c6d5,1415,76,92,13739,advantage opening short,https://lichess.org/CEGW26ei/black#15,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,1263988
Ky0X2,7k/6p1/7p/1Q2rq2/5r2/7P/P1R2RP1/7K w - - 0 48,f2f4 e5e1 f4f1 e1f1 b5f1 f5f1,1556,78,96,19486,advantage endgame long,https://lichess.org/Tw9ATDA6#94,,1870656
mK5zx,1r1r4/4R2p/1pk2p1b/1pp1P3/8/2N2N2/PP3PPP/1K6 b - - 0 20,f6e5 e7e6 c6b7 e6h6,1803,75,96,13507,advantage endgame fork short,https://lichess.org/h9NRjNXw/black#39,,1296672
wTU29,1r6/8/p1R1b1r1/1p3p2/3Pp2k/2P1P3/PR3P2/3B1K2 w - - 0 41,d1b3 e6c4 b3c4 g6c6,1614,73,95,16281,advantage discoveredAttack endgame short,https://lichess.org/cwNRrNjT#80,,1546695
jVkZ2,6Q1/5r2/1p5k/p1p2qRn/P2p3P/8/1P2P3/K7 b - - 11 46,f5h7 g5h5 h6h5 g8g5,1468,75,96,24641,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/AHr92ZSz/black#91,,2365536
ra0yO,1br2rk1/1b1nqppp/2p2n2/1p2p3/1P1PN3/1Q1BPN2/5PPP/1RB2RK1 w - - 0 17,e4c5 d7c5 b4c5 e5e4,1573,73,95,15381,advantage master opening short,https://lichess.org/E4RqhZSZ#32,Semi-Slav_Defense Semi-Slav_Defense_Stoltz_Variation,1461195
NXwsh,3r2k1/pp3ppp/2p1p3/2q5/3rP3/1P2QP2/P1P3P1/3R1RK1 b - - 4 22,e6e5 c2c3 d4d1 e3c5,1652,73,96,14740,advantage endgame short,https://lichess.org/mtqDCqun/black#43,,1415040
u5fca,5B2/3k4/8/p1r3pP/6P1/1P6/5PK1/8 b - - 2 53,c5b5 h5h6 b5b8 f8g7,1270,74,96,18435,crushing defensiveMove endgame short,https://lichess.org/iWErgwei/black#105,,1769760
5jwIF,3r2k1/p3qp1p/1n6/1p3Q2/5P2/P3r2P/B5P1/5R1K b - - 2 32,e7e4 f5f7 g8h8 f7f6,1351,74,96,16457,mate mateIn2 middlegame short,https://lichess.org/0LYzbB1b/black#63,,1579872
iqTHE,4r2k/2Q3pp/8/P4p2/1P4n1/2P2bP1/B4P1P/5K2 w - - 1 27,a2f7 g4h2 f1g1 e8e1 g1h2 e1h1,1260,76,95,18427,endgame long mate mateIn3 sacrifice,https://lichess.org/bFBzVZKv#52,,1750565
YiQdH,4rr2/ppp2qk1/3p2pp/2nP4/2P4N/8/P1Q1RPPP/2R3K1 w - - 7 22,c1e1 f7f2 e2f2 e8e1 f2f1 e1f1,1473,75,95,13970,deflection kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/0cZ17oyi#42,,1327150
HZ3rP,8/2p3Rk/5p2/2p2P2/1p6/pP1P4/r6r/3K2R1 b - - 1 41,h7h6 g1g6 h6h5 g7h7,1470,75,95,21069,endgame mate mateIn2 rookEndgame short,https://lichess.org/ASk2V4zS/black#81,,2001555
B1T3h,1b4k1/1p2rpp1/2nq1rp1/1Q1p4/P2P4/4BNPP/5PK1/1R3R2 w - - 3 26,e3g5 f6f3 g2f3 c6d4 f3g2 d4b5,1595,76,97,14066,advantage attraction capturingDefender fork long middlegame,https://lichess.org/LrmFR8CX#50,,1364402
BOt7Z,2rqk2r/1p1bnpp1/pb2p2p/3pP3/3P3B/P1NQ4/3N1PPP/2R2RK1 b k - 1 20,d8c7 h4e7 e8e7 c3d5 e6d5 c1c7,1936,79,91,130902,advantage attraction discoveredAttack long middlegame,https://lichess.org/lOhaNSGw/black#39,,11912082
bUQVw,r4rk1/pp1nbppp/2p1pnb1/q7/3P1B1N/2N4P/PPPQBPP1/3RR1K1 b - - 8 13,g6e4 c3e4 a5d2 e4d2,1584,80,94,13125,advantage middlegame short,https://lichess.org/fBknPllE/black#25,Scandinavian_Defense Scandinavian_Defense_Main_Line,1233750
pTBWd,5rk1/p3pp1p/6p1/3Nb3/1q6/5Q2/PP4PP/3R3K b - - 3 24,b4b7 d5f6 e7f6 f3b7,1323,74,95,25867,crushing discoveredAttack endgame short,https://lichess.org/wsg04lX4/black#47,,2457365
Ru9Ws,2r4k/q1P2p1p/1p4p1/8/8/4R1PP/5PB1/4R1K1 b - - 3 34,c8c7 e3e8 h8g7 e8a8 a7a5 a8a5,1708,73,96,14314,advantage endgame long trappedPiece,https://lichess.org/4IUcG8Em/black#67,,1374144
0lgWX,1r3n2/6bk/4q1pp/2p1N3/5P2/3Q2BP/1P4P1/4R2K b - - 8 38,b8b2 e5c4 e6f6 c4b2,1809,75,95,12986,advantage master masterVsMaster middlegame short,https://lichess.org/Gfo1N73D/black#75,,1233670
RG55a,2rqk2r/pp3ppp/2nbpn2/3p2B1/Q5b1/2PB1N2/PP1N1PPP/R4RK1 b k - 3 12,e8g8 g5f6 d8f6 a4g4,1357,74,94,15975,advantage capturingDefender middlegame short,https://lichess.org/MZy2KYKT/black#23,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,1501650
aLh2G,3r1rk1/p4ppp/2Q1p3/1pp5/5bn1/2PP1N1q/PP1NBP2/3RR1K1 w - - 2 20,e2f1 f4h2 g1h1 g4f2,1544,76,93,13425,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/jPrVflQn#38,,1248525
